episode,seed_0,seed_1,seed_2,seed_3,seed_4,mean,std
117,-3069.7847345884275,-3114.858675943977,-3721.61807180223,-3176.15969269087,-3573.044572166386,-3331.093149438378,264.6106638689857
118,-3170.9019342848014,-3221.7214964305667,-3276.7570589827656,-3066.2238463761614,-3572.6952051211065,-3261.6599082390803,170.2928188254727
119,-3580.0666392585945,-2920.1275587216574,-3319.656663706581,-3121.054363989805,-3222.4247397750964,-3232.665993090347,218.4018762327622
120,-3022.6269254412655,-3265.5011784759204,-2620.4029677322987,-3427.756483483932,-3583.5921034327084,-3183.9759317132252,337.46596733190137
121,-3221.9832394133314,-3164.681559097906,-3078.3648891838184,-3371.843552245981,-3179.6093635412976,-3203.296520696467,96.35082202692439
122,-3425.969171756351,-3424.1292836585426,-3427.791904128311,-2919.339592047348,-3330.9209798728734,-3305.6301862926857,196.62504430810932
123,-3165.976411713189,-3313.893839510834,-3328.7466594715997,-2927.7207302645297,-3570.8952016270446,-3261.446568517439,211.4360238787758
124,-2920.22333692836,-3022.296596005087,-3236.2040369186293,-3168.7523294773996,-3425.2481183642603,-3154.544883538747,174.66911974203416
125,-3030.754366609473,-3373.8355663253433,-2769.550450513454,-3420.9555453567104,-3537.9763844504278,-3226.614462651082,284.1328719291801
126,-2915.3158697524023,-3018.8283748305676,-3626.496175708353,-3268.512648239842,-3223.193239507962,-3210.469261607825,245.13305848451338
127,-3080.40222134457,-3683.8878235482457,-3175.3721826978403,-2669.2183021656206,-3429.4739081292187,-3207.670887577099,341.5115976096803
128,-3178.996639094696,-3373.358572026728,-3172.9070650307353,-3116.067233330289,-3327.867431594926,-3233.839388215475,98.89148719605805
129,-2972.775187482853,-3120.8854451946295,-3322.130431840876,-2919.7740412732637,-3330.5428664704195,-3133.221594452408,170.9253177738059
130,-3124.295756826761,-3625.0348979556384,-3436.565214918243,-3264.7810222539174,-3011.3051902707043,-3292.3964164450526,218.8450232596148
131,-3222.1706539440643,-3267.021058982442,-2970.522814598272,-3018.7338347038194,-3378.039507204717,-3171.2975738866635,153.67464419757573
132,-2771.3728672294055,-3533.4596552351445,-3376.3519589844323,-3268.5934181102803,-3432.81608395124,-3276.5187967021006,266.70182930196967
133,-3530.538234150434,-2972.4030597736855,-2877.311117518899,-2915.5615525313624,-3216.0410356680864,-3102.3709999284933,244.41335612500072
134,-3219.9813217820383,-3524.575257481874,-3078.835691360864,-3016.9030391548185,-3024.425201976093,-3172.9441023511376,190.3260567875723
135,-2871.9678545414313,-3322.9891003701186,-2673.705957792976,-3222.3204888982323,-3070.581118281229,-3032.3129039767973,235.10400525432615
136,-3175.7780228009456,-2973.1556473055225,-3428.020516574053,-3381.6402168147506,-3022.5515060500084,-3196.229181909056,183.54752056716043
137,-2865.675206673836,-3267.324828491896,-3323.5144968219456,-3220.2251403636787,-3174.5735401875727,-3170.2626425077856,160.12216579689942
138,-3381.9402601181814,-3425.6519490303062,-3689.0556497614325,-3532.266791955962,-3528.3960877378045,-3511.4621477207374,106.20579370331421
139,-3571.6643039617775,-3229.1351144713426,-3024.262805943127,-3722.579420770868,-3172.793237144927,-3344.0869764584086,260.72627260913777
140,-3116.610016440086,-3272.9309903727626,-3486.668293922077,-3074.8864945249857,-3223.0529255655065,-3234.829744165084,144.61728851794888
141,-3169.1948585183727,-3270.761500732769,-3270.0932698779106,-3274.3016292444045,-3521.613100270933,-3301.192871728878,117.15369831157936
142,-2726.9889618337997,-3016.751482405833,-2629.6936109269204,-3220.356658158411,-3175.8414803089013,-2953.926438726773,236.98349253131613
143,-3323.1762248602654,-3685.824736038778,-3228.4643086707392,-3780.841549130578,-2818.2334282916427,-3367.3080493984007,345.0133263770987
144,-3170.072539827435,-3131.1966263423956,-3478.611424824581,-3021.1078335096145,-3469.5306428519116,-3254.1038134711876,186.15420739214827
145,-3119.194713100725,-3124.447957279181,-3025.678892237358,-3114.2752309270695,-3837.910005239222,-3244.301359756711,299.02853127994354
146,-3024.833900950359,-3217.140337505391,-3323.133171450618,-2964.332727287237,-3579.6364363185403,-3221.815314702429,220.64545260133397
147,-3134.4898225968946,-2965.318756735674,-3028.2023006558775,-3216.62862842878,-3324.348239446838,-3133.7975495728124,128.6129795219279
148,-2969.737475433634,-2564.994913381658,-3230.859579227999,-2714.4518337104514,-2920.3997802319104,-2880.08871639713,227.7813695982631
149,-3173.8611342870686,-3377.7646903276413,-3227.622427242578,-3226.9561959725033,-3329.10643846646,-3267.0621772592503,74.77292929377414
150,-3125.6151525275036,-3424.2622311474383,-3077.68654897837,-3471.994836562419,-3122.602019720571,-3244.4321577872606,167.8617224940494
151,-3030.8458354372124,-2618.296740251255,-3250.6039043979763,-3365.121304122233,-2909.6949081844964,-3034.9125384786344,262.61199918616194
152,-2925.8001452880108,-3328.294142563308,-3174.269636547182,-3422.592026385125,-3220.08391668495,-3214.2079734937156,168.07631618357067
153,-2966.8238010971418,-3026.765334944782,-2970.6960125873975,-3221.388364795812,-3017.7406911292314,-3040.682840910873,93.51774106813706
154,-3271.3611089983847,-3074.7804365630855,-3020.7333474520815,-2822.4719882065265,-2773.285247161213,-2992.526425676258,180.16400274538807
155,-2826.8202209139445,-3371.403901055551,-3328.253310808428,-3216.8935414405883,-3021.950183628756,-3153.0642315694536,203.00918876273107
156,-3478.2233594559907,-2967.781131286862,-3435.2797332730906,-3471.429790469718,-3455.416369490053,-3361.6260767951435,197.47764586373356
157,-2969.166387436612,-3627.4459881211405,-2984.299787229696,-3168.0405806734984,-3283.746516011939,-3206.539851894577,240.97379374234333
158,-3428.586779221449,-3067.328548855709,-3434.565190969725,-3013.533700176587,-3473.647729123072,-3283.532389669309,199.81937764038517
159,-3181.643890608261,-3521.311723315185,-3364.1401722610917,-3369.8102613626384,-3336.156936503966,-3354.6125968102288,108.045478574402
160,-2768.217024833545,-2920.98942526166,-3556.7390767224942,-3478.4100826325325,-3733.2878713533605,-3291.5286961607185,377.2444364228261
161,-3123.1919382900205,-3572.2103764308717,-3636.3837275091046,-2970.5416291353104,-3249.6673223533758,-3310.3989987437367,256.5342443233377
162,-2723.5762962532303,-3017.700000392839,-3638.777885901794,-3676.168537559926,-3177.5286539284984,-3246.7502748072575,365.8011386227391
163,-3168.7398182084066,-3274.2973847338885,-3228.2313293406824,-3067.563230407742,-3069.551096801421,-3161.6765718984284,83.07502257447095
164,-2821.8813326210666,-3425.881056908412,-3274.439072919991,-2970.8683383918824,-3117.863931862202,-3122.1867465407113,213.7803985581959
165,-2928.6685310751323,-3475.7163323371606,-3229.2754555627116,-3423.2555626220137,-3429.5955544847384,-3297.3022872163515,202.83776947992013
166,-3320.784771188322,-3365.532605783309,-3068.66563689221,-3177.0463204515663,-3275.5437623825683,-3241.514619339595,106.63501564357293
167,-3021.7192891775785,-2820.327081591721,-3575.810673412895,-3423.8732692217195,-3126.0961938333085,-3193.5653014474447,272.9627027949769
168,-3225.454131381353,-2971.865536111804,-3278.9132634889093,-3567.4595537505234,-3176.2577979778043,-3243.9900565420785,192.2681148807175
169,-2920.874456302227,-3228.002251724059,-3332.9877475308663,-3322.18136626878,-3374.2144439030185,-3235.65205314579,164.50200637057344
170,-2815.7874119446806,-3521.3219073308287,-3481.370029333772,-3220.8360521081113,-2920.0344930923866,-3191.8699787619553,285.8392954990652
171,-3272.8291415141666,-2766.364317259765,-3020.06235787558,-3321.201900848008,-3122.427677706164,-3100.5770790407364,198.4965108748492
172,-3328.911899009437,-3425.6123466543895,-3425.5386294739214,-3417.3448088911264,-3022.0633282641575,-3323.8942024586067,155.2663776483325
173,-3169.1781364039284,-3116.6723906187794,-3439.7132857758343,-3563.3379419268867,-3123.2987492250754,-3282.440100790101,183.995449922472
174,-2813.4405907173673,-3323.8473013175867,-3272.311117009971,-3527.9436463775187,-3334.5794307713695,-3254.4244172387625,236.99949410032548
175,-3121.8987307713637,-2766.9401838598246,-3622.2314818226037,-3067.2223449127914,-3579.9733277440546,-3231.6532138221273,325.2445364994161
176,-3224.828831618639,-3073.7833111939576,-3281.8059473255626,-3017.7875147028712,-3078.2480674754433,-3135.290734463295,100.32727851453183
177,-3277.3570238590255,-3118.4191802315454,-3035.7042063053896,-3076.0221990531895,-3529.8442627156946,-3207.4693744329693,180.84325927284578
178,-2817.8663342556415,-2867.8731179948495,-2766.2326461022394,-3366.913930220977,-3169.185151743575,-2997.6142360634562,231.73189219748642
179,-2720.5807591595935,-3416.4693796406586,-3328.976156970691,-3224.5263929596335,-3019.114316038291,-3141.9334009537733,248.91732557894042
180,-2568.5917637663642,-3472.5653546754734,-3228.3576852697347,-3219.951780758424,-2613.000169137128,-3020.493350721425,362.6640541821757
181,-3376.8214086632897,-3367.6829606029182,-3282.9848477160176,-2771.3244151244526,-2967.802701969868,-3153.323266815309,242.0969334649215
182,-3079.009660631795,-3076.8238164637837,-3278.6045424948948,-2924.3151865186387,-3022.3625070038515,-3076.223142622593,115.7094220043358
183,-3324.0010833288775,-2966.8811425628364,-3123.46308299865,-3021.335540138264,-3114.7208264664487,-3110.080335099015,121.93798915870302
184,-3215.1608497201555,-2766.874170184805,-3373.9680000202534,-3261.3402938308595,-3077.5778298924456,-3138.984228729704,208.91524526033953
185,-3385.803119944686,-3628.0970631934033,-2726.3270486939227,-3170.7575743705866,-2714.5415943226863,-3125.1052801050573,360.73115957836154
