energy,time_ms,violated,priority
0.35029906315647896,1349.3357757459698,0,3
0.15585200234399635,1368.8049685229503,0,3
0.11941785236058892,351.2167937152472,1,2
0.20470491311995143,1789.7718250305056,1,2
0.3404074761674288,1906.3772239783625,0,3
0.29820377387061764,851.6093466976317,1,2
0.4220590203837922,1735.9102509102288,1,2
0.5120617974314802,2792.8608676318295,0,3
0.05900501431136617,170.84326197806982,1,2
0.1566426916667489,1340.1925529781915,0,3
0.22511026796294403,2072.6913023065963,0,3
0.14980789612130124,302.55815691242697,1,2
0.22859260557523606,736.9689401375991,1,2
0.32199256378475505,1152.260163450382,0,3
0.36673281922158346,3359.855423019011,1,2
0.3965050631822842,1640.138164383938,1,2
0.7006746160872149,1995.767866698979,1,2
0.699056800790391,1657.2852510462187,1,2
0.5050097314413167,1483.5611437278758,0,3
0.08207220537677366,172.9638584702976,1,2
0.32624874163571044,1771.3720584815835,1,2
0.25771286319705605,1402.837203092043,1,2
0.20376087185399405,1867.568232802848,1,2
0.6532842878873404,1320.1973569987022,0,3
0.6511205714224274,2309.5372807004883,0,3
0.4453992825206621,1653.0296279405084,1,2
0.5174978433971873,1506.8051952574363,1,2
0.222963492782592,1896.100016471101,0,3
0.28412982398691267,1168.8874256553609,1,2
0.1511301633754332,1480.6372033189464,1,2
0.8147085273024505,1912.1727327004755,1,2
0.615865941316921,1757.6259469966435,0,3
0.4088408591523435,1398.3423630793986,0,3
0.963270700781616,2898.7188958144625,1,2
0.8355735380558442,2461.7374738669982,0,3
0.30965828235800696,3031.1194079222437,1,2
0.3604745983769381,1720.9938023902048,0,3
0.11239942265041818,623.3426220786698,0,3
0.2593288314583611,998.0767533528438,1,2
0.385086739716567,2832.505788920706,1,2
0.6355211997886784,2243.3906710170672,0,3
0.34074733900423804,1399.9851678838106,1,2
0.20856780578798884,686.2762719064049,0,3
0.25699138236044233,836.6361788682698,0,3
0.32959318173062685,2423.483585350694,1,2
0.06492740442085014,189.920231429086,0,3
0.690551177735357,1443.846188200341,0,3
0.32894853905445054,722.0876455882934,1,2
0.028337244898326893,116.16439660272223,0,3
0.5150813272590112,1053.046825978552,1,2
0.07581486221260213,425.12544454428223,0,3
0.1095896083234413,221.63524370421146,1,2
0.03416937606558906,252.64524795828376,1,2
0.4361331897549248,1410.2860951381663,1,2
0.5960622239495817,1416.8212242097316,1,2
0.034112327326368444,128.91461008944316,0,3
0.5335063448154896,1105.4794042830586,1,1
0.36617609666797574,802.8748447374587,1,1
0.6403187594079445,2268.3003719728245,1,2
0.9928344779127019,3203.933850981901,1,2
0.08091584609202904,608.475723702509,0,3
0.1200527251707995,894.6986355226951,0,3
0.06134402837581173,146.6811101446497,1,2
0.33054391365956376,972.0639518937779,1,2
1.0139971716643168,2378.651662708066,1,2
0.23199132244194934,2269.61062905248,1,2
