episode,seed_0,seed_1,seed_2,seed_3,seed_4,mean,std
176,-1034.951173669658,-516.3043610092943,-1256.349991778732,-1070.4329065205586,-888.636717963292,-953.3350301883069,247.94065897861918
177,-1348.8276001952322,-1043.3585387862809,-1310.513758888523,-992.7620962235565,-1244.3159396814035,-1187.955586754999,143.586632159216
178,-883.5682965307095,-884.2726741739042,-1302.037773438657,-1036.2450538410224,-1237.3344118049465,-1068.6916419578479,174.4847217837793
179,-782.4159718579945,-779.5427425427556,-1244.4270322793689,-1136.3267580980428,-620.8878763605019,-912.7200762277328,236.6055145479407
180,-836.4639400119373,-891.7442310131843,-1361.3171706689777,-720.0255750130843,-813.9066012656543,-924.6915035945676,225.24343977155044
181,-1155.4662644748134,-834.7530018013692,-1315.2068471051848,-1235.048692163674,-757.3336376030975,-1059.561688629628,222.3639195688622
182,-1053.172694287134,-1196.380904306738,-1466.417623465593,-978.5138288039028,-1340.7889348736028,-1207.054797147394,179.54303275236657
183,-1056.127231155273,-722.075063662068,-1242.50480294986,-601.5336431493715,-917.774003368866,-908.0029488570877,229.0940334178038
184,-717.8382644711826,-989.2802090581089,-1036.718132459381,-1028.910914470716,-926.8229397197977,-939.9140920358371,117.6584222341716
185,-1669.050842992696,-940.899812581671,-1479.0705878216986,-973.2832735472355,-915.5397954373977,-1195.5688624761397,315.35437227157604
186,-881.521010118568,-564.0473301655949,-1095.445028541451,-464.0733887475012,-829.4465950999996,-766.9066705346229,227.08811074895357
187,-890.5795373303157,-1213.250281785297,-1240.0391687307506,-626.495513775708,-940.5246446905165,-982.1778292625174,226.50478720203148
188,-1199.110245039921,-947.5562081491146,-1249.414679877437,-876.2786974624722,-1087.3715267212058,-1071.94627145003,142.59196192443002
189,-890.1367912714618,-1058.1529346459292,-939.2564079925502,-1247.9701015329977,-1151.2662894957994,-1057.3565049877475,131.95703140044955
190,-1461.9500222137183,-987.7695620384643,-1292.1234189928705,-809.7597121443097,-1242.096125122924,-1158.7397681024572,231.38445479198066
191,-1055.9291458837597,-1250.8939163317523,-1264.871450814036,-773.3492537960707,-1085.5310151210604,-1086.114956389336,177.67380155816699
192,-959.6727974985615,-1190.0893624028129,-1306.6731708384384,-1183.7339416236923,-923.0176430857363,-1112.6373830898485,147.00831738810513
193,-1170.3781107603859,-782.8628461368121,-1215.3730841321258,-970.2976011223984,-1199.2375235569723,-1067.6298331417388,167.494275257974
194,-994.5174232452522,-1040.7843124239912,-774.7147249690914,-873.2105396789999,-1127.1835272892304,-962.0821055213131,124.50643130959799
195,-1261.5971068474769,-727.8591110731596,-1101.6543039364253,-969.3270948106524,-1024.0026601635875,-1016.8880553662605,174.88180579069638
