N_devices,Algorithm,Avg_Energy_J,Std_Energy_J,Avg_Time_ms,Std_Time_ms,Viol_Overall_pct,Viol_T1_pct,Viol_T2_pct,Viol_T3_pct
5,Dueling DQN,0.042453857035826076,0.15869213761535642,157.1395379404969,406.7180597151244,0.0,0.0,0.0,0.0
5,Greedy,0.43138587291895164,0.34029778053745263,1406.638380139452,863.1400079356442,65.8,99.62406015037594,98.34200260078023,0.0
5,Round-Robin,0.35110729738120294,0.3529521456962923,1321.6519216818738,1175.698614187647,53.36,78.68217054263566,79.75880052151238,1.0752688172043012
5,Standard DQN,0.010325988373009954,0.04540912159879816,71.09001354488623,140.50306615742934,0.0,0.0,0.0,0.0
15,Dueling DQN,0.050598748030169824,0.15747768027647893,207.51512961908858,499.5275885269274,0.0,0.0,0.0,0.0
15,Greedy,0.430149889951995,0.31297989742088905,1446.3438673726705,876.7738539001024,65.48,100.0,98.46855653307266,0.0
15,Round-Robin,0.35269493884482833,0.334004461964303,1339.975667073229,1189.3161979163924,52.42,81.92771084337349,79.18596955658505,1.3880855986119145
15,Standard DQN,0.007484363351572264,0.03181561973343826,68.43545077633506,138.2371622808529,0.1,0.0,0.16339869281045752,0.0
20,Dueling DQN,0.06621810924364038,0.2019490052833235,262.17663537273336,618.2760886707187,0.0,0.0,0.0,0.0
20,Greedy,0.4580031628919353,0.32523521305629466,1487.3017227146581,885.3433059504841,64.86,99.54545454545455,98.66231647634584,0.0
20,Round-Robin,0.3696698906258075,0.34944172789295325,1357.8556838365275,1192.0440631949948,52.88,79.3103448275862,79.50738916256158,0.9445100354191263
20,Standard DQN,0.003599977543965426,0.020365986857107794,52.80425192121565,89.01665405362442,0.0,0.0,0.0,0.0
