energy,time_ms,violated,priority
0.0022253720196384525,35.53969128801865,0,3
0.40412658576500865,1279.5883117590652,1,2
0.43394090746159864,1402.5537509080511,1,2
0.7195751296101349,2321.0157651814984,1,2
0.14293148623409052,527.7383244554791,1,1
0.00035065533157920323,17.428225672867885,0,2
0.3751016516575791,1214.9328024483975,1,2
0.9144219396613601,2898.7710393514635,0,3
0.615477751592235,2554.005196410115,0,3
0.9628821910668567,3956.799075692631,1,2
0.0027165093061667996,49.80991245640722,0,3
0.27569519752592103,902.2240709260084,0,3
0.06351790311370385,348.31453501100685,0,3
1.060282908520614,2133.2902346009027,0,3
0.7091812421005526,4640.487771955763,0,3
0.0009806814094950938,12.199625488475549,0,2
0.3945642885037476,938.5727548895184,1,2
0.11287568241750758,645.3455132336209,1,2
0.01950756712431936,144.59720676844535,1,2
0.016312995448931937,172.25760150908442,1,2
0.0038861276640159894,101.71209740300894,0,3
0.43948758695311374,1694.792189297886,0,3
0.00676083297682307,51.99075963053589,1,1
0.29917445944018395,1710.2314345067784,0,3
0.1708448425506856,1196.5139016150974,1,2
0.00109404282629156,56.11082259329096,0,3
0.21831861450666548,657.8296789403603,0,3
0.46366659417133205,1140.8437742397334,1,2
0.8657562117362956,1743.0274792571868,1,2
0.5449174600166705,6391.395957584444,1,2
0.0014525350643466212,28.430608725556834,0,2
0.8287706120107385,2360.139022932253,1,2
0.045037859158612456,154.29742667810308,1,2
0.18408784334229547,1354.7742647883133,1,2
0.24719745884501315,887.9962309099724,1,2
0.0035439422066734375,93.93205616584525,0,3
0.6992873703306123,2377.0019718445847,1,2
0.7632852583975663,3001.6090843936004,0,3
0.029851066827728184,112.45843407043884,0,3
0.8560147107949294,5655.6398954663855,1,2
0.00043382531871214976,18.121196716781427,0,2
0.19816418175970674,422.54366622402017,0,3
0.1553068928673058,553.0432510885349,1,2
0.19969983732150662,1695.7511819060344,1,2
0.08090058744987538,590.5716433578405,0,3
0.00020722905839633057,15.325234189512322,0,2
0.05506636478290564,507.20085211950527,1,2
0.09388146863256999,230.1360910319278,0,3
0.5053285766023229,1109.2606151216373,1,2
0.7320613371548553,2024.0374082365395,1,2
0.0002921663183244873,5.068544451432421,0,1
0.568155934399976,2185.4851533527735,0,3
0.09634440578771863,837.9809172544592,0,3
0.1048234467650687,890.0842695486167,1,2
0.2596120982413599,1986.8888355897534,1,2
0.003921130120692993,117.60263962704565,0,3
1.184176718313256,2595.980519400914,1,2
0.013050757773409487,96.7436300909602,0,2
0.6587499029729125,2332.1990017833377,1,2
1.214788064850566,3122.71600767365,1,2
0.0023915209890184043,182.8263587031783,0,3
0.252595654905122,1920.9950361546423,1,2
0.05524628777927392,174.4501669039303,0,3
0.1316388517457359,907.487934757153,1,2
0.21302398518183988,3366.7002878681265,1,2
0.0013052541585044449,43.828772988618596,0,2
0.3073882155860194,2822.507896397901,0,3
0.1880212735418852,597.6294028244607,1,2
0.04755589597763345,233.2270200333036,0,3
0.4216688283339257,7734.8262875425735,1,3
0.0033838130600181743,137.61425011483712,0,3
0.33874205289303183,2337.197539450404,0,3
0.4700693393771079,1391.1842958865882,0,3
0.34798483569731437,3185.4355650707657,1,2
0.2262103309040347,5251.7023578046255,1,2
0.0003301749260952356,16.410311223830607,0,2
0.6035543900444543,1780.2535186155014,0,3
0.1255245046813015,820.0703386536951,1,2
0.1860216191538283,1362.2285292704762,1,2
0.1854113992507454,3412.407097003702,0,3
0.002619338539373618,28.106587919779944,0,2
0.2861112696753775,2802.8481840490836,1,2
0.26315510699487055,945.4702293815692,0,3
0.23988095145983493,1561.3446006893978,1,2
0.41467530029649385,961.3474246588806,1,2
0.006057551221557156,96.74045439399288,0,3
0.03869427625990187,338.3763295498267,1,2
0.5214557301981314,1094.3013997258954,0,3
0.043983894432160935,329.8179937384485,0,3
0.21583001008226319,1080.2911044989282,0,3
0.0017646343004341172,22.209758777232178,0,2
0.9534102004959754,2244.368745693962,0,3
0.025682776967197177,93.60802970097772,0,2
0.31711881785594703,1761.8409529317942,1,1
0.3690205095007665,1811.8184039545517,0,3
0.002636441326447076,120.74108001984872,0,3
0.21435128025076228,447.09754405652706,0,3
0.7919857637156081,1585.7944144765245,1,1
0.41971284073404624,1993.4127349247415,1,2
0.09072076002493133,895.8487127424135,1,2
0.0005743285443539338,9.172155929035231,0,2
